source,target
CYTOKINE SIGNALING,EIF4E3
CYTOKINE SIGNALING,EIF4E
CYTOKINE SIGNALING,EIF4A3
CYTOKINE SIGNALING,EIF4A1
CYTOKINE SIGNALING,EIF4A2
CYTOKINE SIGNALING,EIF4G3
CYTOKINE SIGNALING,EIF4G2
CYTOKINE SIGNALING,EIF4G1
CYTOKINE SIGNALING,EIF4E2
CYTOKINE SIGNALING,PIN1
CYTOKINE SIGNALING,FLNA
CYTOKINE SIGNALING,VP3
CYTOKINE SIGNALING,PDE12
CYTOKINE SIGNALING,MAVS
CYTOKINE SIGNALING,EIF2S2
CYTOKINE SIGNALING,EIF2S3
CYTOKINE SIGNALING,EIF2S1
CYTOKINE SIGNALING,TRS1
CYTOKINE SIGNALING,TAT
CYTOKINE SIGNALING,DUS2
CYTOKINE SIGNALING,UBE2I
CYTOKINE SIGNALING,PPP2R5A
CYTOKINE SIGNALING,TARBP2
CYTOKINE SIGNALING,PRKRA
CYTOKINE SIGNALING,DNAJC3
CYTOKINE SIGNALING,FANCB
CYTOKINE SIGNALING,FANCG
CYTOKINE SIGNALING,FANCL
CYTOKINE SIGNALING,FANCE
CYTOKINE SIGNALING,FANCC
CYTOKINE SIGNALING,CENPX
CYTOKINE SIGNALING,CENPS
CYTOKINE SIGNALING,FAAP100
CYTOKINE SIGNALING,FANCA
CYTOKINE SIGNALING,FANCF
CYTOKINE SIGNALING,FANCM
CYTOKINE SIGNALING,FAAP24
CYTOKINE SIGNALING,FAAP20
CYTOKINE SIGNALING,HSPA1L
CYTOKINE SIGNALING,HSPA2
CYTOKINE SIGNALING,HSPA1B
CYTOKINE SIGNALING,HSPA1A
CYTOKINE SIGNALING,ILF3
CYTOKINE SIGNALING,NCK1
CYTOKINE SIGNALING,SPHK1
CYTOKINE SIGNALING,NPM1
CYTOKINE SIGNALING,DHX9
CYTOKINE SIGNALING,TUBB6
CYTOKINE SIGNALING,TUBB2A
CYTOKINE SIGNALING,TUBB4B
CYTOKINE SIGNALING,TUBB1
CYTOKINE SIGNALING,TUBB3
CYTOKINE SIGNALING,TUBB2B
CYTOKINE SIGNALING,TUBB8
CYTOKINE SIGNALING,TUBB4A
CYTOKINE SIGNALING,TUBB8B
CYTOKINE SIGNALING,TUBA8
CYTOKINE SIGNALING,TUBA4B
CYTOKINE SIGNALING,TUBAL3
CYTOKINE SIGNALING,TUBA3E
CYTOKINE SIGNALING,TUBA1B
CYTOKINE SIGNALING,TUBA1A
CYTOKINE SIGNALING,TUBA1C
CYTOKINE SIGNALING,TUBA3C
CYTOKINE SIGNALING,TUBA3D
CYTOKINE SIGNALING,TUBA4A
CYTOKINE SIGNALING,MAPT
CYTOKINE SIGNALING,CDK1
CYTOKINE SIGNALING,ILF2
CYTOKINE SIGNALING,SNCA
ESR SIGNALING,ESR2
ESR SIGNALING,ESR1
ESR SIGNALING,HSP90AB1
ESR SIGNALING,HSP90AA1
ESR SIGNALING,PTGES3
ESR SIGNALING,FKBP4
ESR SIGNALING,PPP5C
ESR SIGNALING,FKBP5
ESR SIGNALING,PPID
ESR SIGNALING,STRN
ESR SIGNALING,CAV2
ESR SIGNALING,CAV1
ESR SIGNALING,AKT2
ESR SIGNALING,AKT3
ESR SIGNALING,AKT1
ESR SIGNALING,CREB1
ESR SIGNALING,SRF
ESR SIGNALING,ELK1
ESR SIGNALING,UHMK1
ESR SIGNALING,CDKN1B
ESR SIGNALING,MAPK1
ESR SIGNALING,MAPK3
ESR SIGNALING,CCND1
ESR SIGNALING,FOS
ESR SIGNALING,PTK2
ESR SIGNALING,HBEGF
ESR SIGNALING,EREG
ESR SIGNALING,EGF
ESR SIGNALING,TGFA
ESR SIGNALING,EPGN
ESR SIGNALING,BTC
ESR SIGNALING,AREG
ESR SIGNALING,EGFR
ESR SIGNALING,XPO1
ESR SIGNALING,FOXO3
ESR SIGNALING,BCL2
ESR SIGNALING,ZDHHC7
ESR SIGNALING,ZDHHC21
ESR SIGNALING,HSPB1
ESR SIGNALING,KRAS
ESR SIGNALING,NRAS
ESR SIGNALING,HRAS
ESR SIGNALING,PRKCZ
ESR SIGNALING,PDPK1
ESR SIGNALING,SRC
ESR SIGNALING,PIK3CA
ESR SIGNALING,PIK3R3
ESR SIGNALING,PIK3R2
ESR SIGNALING,PIK3R1
ESR SIGNALING,GNB2
ESR SIGNALING,GNB4
ESR SIGNALING,GNB5
ESR SIGNALING,GNB3
ESR SIGNALING,GNB1
ESR SIGNALING,GNG8
ESR SIGNALING,GNGT2
ESR SIGNALING,GNGT1
ESR SIGNALING,GNG7
ESR SIGNALING,GNG13
ESR SIGNALING,GNG3
ESR SIGNALING,GNG10
ESR SIGNALING,GNG11
ESR SIGNALING,GNG4
ESR SIGNALING,GNG5
ESR SIGNALING,GNG12
ESR SIGNALING,GNG2
ESR SIGNALING,GNAI3
ESR SIGNALING,GNAI1
ESR SIGNALING,GNAI2
ESR SIGNALING,GNAT3
ESR SIGNALING,CALM1
ESR SIGNALING,NOS3
ESR SIGNALING,IGF1R
ESR SIGNALING,SHC1
ESR SIGNALING,S1PR3
ESR SIGNALING,SPHK1
ESR SIGNALING,PRMT1
ESR SIGNALING,MMP2
ESR SIGNALING,MMP9
ESR SIGNALING,MMP7
ESR SIGNALING,MMP3
ESR SIGNALING,GREB1
ESR SIGNALING,EP300
ESR SIGNALING,CREBBP
ESR SIGNALING,H2BC14
ESR SIGNALING,H2BC1
ESR SIGNALING,H2BC5
ESR SIGNALING,H2BC9
ESR SIGNALING,H2BC21
ESR SIGNALING,H2BC17
ESR SIGNALING,H2BC12L
ESR SIGNALING,H2BC15
ESR SIGNALING,H2BC4
ESR SIGNALING,H2BC11
ESR SIGNALING,H2BC3
ESR SIGNALING,H2BC12
ESR SIGNALING,H2BC13
ESR SIGNALING,H2BC26
ESR SIGNALING,H2AC6
ESR SIGNALING,H3-3A
ESR SIGNALING,H3C1
ESR SIGNALING,H3C15
ESR SIGNALING,H4C1
ESR SIGNALING,PGR
ESR SIGNALING,ERBB4
ESR SIGNALING,ATF2
ESR SIGNALING,JUN
ESR SIGNALING,FOXA1
ESR SIGNALING,H2AB1
ESR SIGNALING,H2AZ2
ESR SIGNALING,H2AC7
ESR SIGNALING,H2AX
ESR SIGNALING,H2AJ
ESR SIGNALING,H2AC20
ESR SIGNALING,H2AC4
ESR SIGNALING,H2AC18
ESR SIGNALING,H2AC14
ESR SIGNALING,GATA3
ESR SIGNALING,POU2F1
ESR SIGNALING,USF1
ESR SIGNALING,USF2
ESR SIGNALING,SP1
ESR SIGNALING,NCOA1
ESR SIGNALING,NCOA2
ESR SIGNALING,NCOA3
ESR SIGNALING,MED1
ESR SIGNALING,ZNF217
ESR SIGNALING,NR5A2
ESR SIGNALING,AXIN1
ESR SIGNALING,CBFB
ESR SIGNALING,RUNX1
ESR SIGNALING,KDM4B
ESR SIGNALING,AGO1
ESR SIGNALING,AGO4
ESR SIGNALING,AGO3
ESR SIGNALING,TNRC6A
ESR SIGNALING,TNRC6B
ESR SIGNALING,TNRC6C
ESR SIGNALING,MOV10
ESR SIGNALING,AGO2
ESR SIGNALING,CXCL12
ESR SIGNALING,NRIP1
ESR SIGNALING,TLE3
ESR SIGNALING,CXXC5
ESR SIGNALING,KANK1
ESR SIGNALING,POLR2E
ESR SIGNALING,POLR2L
ESR SIGNALING,POLR2F
ESR SIGNALING,POLR2H
ESR SIGNALING,POLR2I
ESR SIGNALING,POLR2J
ESR SIGNALING,POLR2A
ESR SIGNALING,POLR2B
ESR SIGNALING,POLR2K
ESR SIGNALING,POLR2C
ESR SIGNALING,POLR2D
ESR SIGNALING,POLR2G
ESR SIGNALING,GTF2F1
ESR SIGNALING,GTF2F2
ESR SIGNALING,CDK9
ESR SIGNALING,CCNT1
ESR SIGNALING,CHD1
ESR SIGNALING,KCTD6
ESR SIGNALING,GPAM
ESR SIGNALING,CITED1
ESR SIGNALING,YY1
ESR SIGNALING,HDAC1
ESR SIGNALING,KDM1A
ESR SIGNALING,FOSB
ESR SIGNALING,JUND
ESR SIGNALING,RAD21
ESR SIGNALING,SMC1A
ESR SIGNALING,SMC3
ESR SIGNALING,STAG2
ESR SIGNALING,STAG1
ESR SIGNALING,MYC
ESR SIGNALING,MYB
ESR SIGNALING,DDX5
ESR SIGNALING,TFF3
ESR SIGNALING,EBAG9
ESR SIGNALING,KPNA2
ESR SIGNALING,CTSD
ESR SIGNALING,TBP
ESR SIGNALING,GTF2A1
ESR SIGNALING,GTF2A2
ESR SIGNALING,TFF1
ESR SIGNALING,CARM1
ESR SIGNALING,KAT5
ESR SIGNALING,KAT2B
G ALPHA Q SIGNALING,CCKBR
G ALPHA Q SIGNALING,GAST
G ALPHA Q SIGNALING,PRKCA
G ALPHA Q SIGNALING,MMP3
G ALPHA Q SIGNALING,HBEGF
G ALPHA Q SIGNALING,EGFR
G ALPHA Q SIGNALING,SOS1
G ALPHA Q SIGNALING,GRB2
G ALPHA Q SIGNALING,KRAS
G ALPHA Q SIGNALING,NRAS
G ALPHA Q SIGNALING,HRAS
G ALPHA Q SIGNALING,RPS6KA3
G ALPHA Q SIGNALING,RPS6KA1
G ALPHA Q SIGNALING,RPS6KA2
G ALPHA Q SIGNALING,CREB1
G ALPHA Q SIGNALING,MAPK1
G ALPHA Q SIGNALING,MAPK7
G ALPHA Q SIGNALING,MAPK3
G ALPHA Q SIGNALING,GNA11
G ALPHA Q SIGNALING,GNA15
G ALPHA Q SIGNALING,GNAQ
G ALPHA Q SIGNALING,GNA14
G ALPHA Q SIGNALING,BTK
G ALPHA Q SIGNALING,GNB2
G ALPHA Q SIGNALING,GNB4
G ALPHA Q SIGNALING,GNB5
G ALPHA Q SIGNALING,GNB3
G ALPHA Q SIGNALING,GNB1
G ALPHA Q SIGNALING,GNG8
G ALPHA Q SIGNALING,GNGT2
G ALPHA Q SIGNALING,GNGT1
G ALPHA Q SIGNALING,GNG7
G ALPHA Q SIGNALING,GNG13
G ALPHA Q SIGNALING,GNG3
G ALPHA Q SIGNALING,GNG10
G ALPHA Q SIGNALING,GNG11
G ALPHA Q SIGNALING,GNG4
G ALPHA Q SIGNALING,GNG5
G ALPHA Q SIGNALING,GNG12
G ALPHA Q SIGNALING,GNG2
G ALPHA Q SIGNALING,GRK5
G ALPHA Q SIGNALING,RGSL1
G ALPHA Q SIGNALING,RGS21
G ALPHA Q SIGNALING,RGS2
G ALPHA Q SIGNALING,RGS3
G ALPHA Q SIGNALING,RGS19
G ALPHA Q SIGNALING,RGS18
G ALPHA Q SIGNALING,PRKCH
G ALPHA Q SIGNALING,PRKCD
G ALPHA Q SIGNALING,PRKCQ
G ALPHA Q SIGNALING,PRKCE
G ALPHA Q SIGNALING,DAGLA
G ALPHA Q SIGNALING,DAGLB
G ALPHA Q SIGNALING,ABHD6
G ALPHA Q SIGNALING,ABHD12
G ALPHA Q SIGNALING,MGLL
G ALPHA Q SIGNALING,DGKD
G ALPHA Q SIGNALING,DGKK
G ALPHA Q SIGNALING,DGKI
G ALPHA Q SIGNALING,DGKG
G ALPHA Q SIGNALING,DGKQ
G ALPHA Q SIGNALING,DGKH
G ALPHA Q SIGNALING,DGKZ
G ALPHA Q SIGNALING,DGKE
G ALPHA Q SIGNALING,DGKB
G ALPHA Q SIGNALING,DGKA
G ALPHA Q SIGNALING,ITPR1
G ALPHA Q SIGNALING,ITPR3
G ALPHA Q SIGNALING,ITPR2
G ALPHA Q SIGNALING,TRPC3
G ALPHA Q SIGNALING,TRPC7
G ALPHA Q SIGNALING,TRPC6
G ALPHA Q SIGNALING,RASGRP2
G ALPHA Q SIGNALING,RASGRP1
G ALPHA Q SIGNALING,CYSLTR1
G ALPHA Q SIGNALING,CYSLTR2
G ALPHA Q SIGNALING,F2
G ALPHA Q SIGNALING,F2RL2
G ALPHA Q SIGNALING,F2RL3
G ALPHA Q SIGNALING,F2R
G ALPHA Q SIGNALING,F2RL1
G ALPHA Q SIGNALING,LPAR6
G ALPHA Q SIGNALING,PMCH
G ALPHA Q SIGNALING,MCHR2
G ALPHA Q SIGNALING,MCHR1
G ALPHA Q SIGNALING,NPFF
G ALPHA Q SIGNALING,NPFFR1
G ALPHA Q SIGNALING,NPFFR2
G ALPHA Q SIGNALING,GNRH1
G ALPHA Q SIGNALING,GNRH2
G ALPHA Q SIGNALING,GNRHR
G ALPHA Q SIGNALING,TACR1
G ALPHA Q SIGNALING,TAC1
G ALPHA Q SIGNALING,FPR2
G ALPHA Q SIGNALING,APP
G ALPHA Q SIGNALING,CCL23
G ALPHA Q SIGNALING,SAA1
G ALPHA Q SIGNALING,ANXA1
G ALPHA Q SIGNALING,MT-RNR2
G ALPHA Q SIGNALING,NMUR1
G ALPHA Q SIGNALING,NMUR2
G ALPHA Q SIGNALING,NMU
G ALPHA Q SIGNALING,HCRT
G ALPHA Q SIGNALING,HCRTR2
G ALPHA Q SIGNALING,P2RY2
G ALPHA Q SIGNALING,P2RY6
G ALPHA Q SIGNALING,NMS
G ALPHA Q SIGNALING,EDN1
G ALPHA Q SIGNALING,EDN3
G ALPHA Q SIGNALING,EDN2
G ALPHA Q SIGNALING,EDNRA
G ALPHA Q SIGNALING,EDNRB
G ALPHA Q SIGNALING,GPR4
G ALPHA Q SIGNALING,GPR65
G ALPHA Q SIGNALING,GPR68
G ALPHA Q SIGNALING,GPR132
G ALPHA Q SIGNALING,HCRTR1
G ALPHA Q SIGNALING,NTSR1
G ALPHA Q SIGNALING,NTSR2
G ALPHA Q SIGNALING,NTS
G ALPHA Q SIGNALING,PROKR1
G ALPHA Q SIGNALING,PROKR2
G ALPHA Q SIGNALING,PROK2
G ALPHA Q SIGNALING,PROK1
G ALPHA Q SIGNALING,NMB
G ALPHA Q SIGNALING,GRP
G ALPHA Q SIGNALING,BRS3
G ALPHA Q SIGNALING,GRPR
G ALPHA Q SIGNALING,NMBR
G ALPHA Q SIGNALING,UTS2R
G ALPHA Q SIGNALING,UTS2
G ALPHA Q SIGNALING,UTS2B
G ALPHA Q SIGNALING,TRH
G ALPHA Q SIGNALING,TRHR
G ALPHA Q SIGNALING,LTB4R2
G ALPHA Q SIGNALING,LTB4R
G ALPHA Q SIGNALING,BDKRB1
G ALPHA Q SIGNALING,BDKRB2
G ALPHA Q SIGNALING,KNG1
G ALPHA Q SIGNALING,GHSR
G ALPHA Q SIGNALING,GHRL
G ALPHA Q SIGNALING,CCKAR
G ALPHA Q SIGNALING,CCK
G ALPHA Q SIGNALING,NPS
G ALPHA Q SIGNALING,NPSR1
G ALPHA Q SIGNALING,P2RY11
G ALPHA Q SIGNALING,GCG
G ALPHA Q SIGNALING,GCGR
G ALPHA Q SIGNALING,MLNR
G ALPHA Q SIGNALING,MLN
G ALPHA Q SIGNALING,FFAR1
G ALPHA Q SIGNALING,PTAFR
G ALPHA Q SIGNALING,HTR2C
G ALPHA Q SIGNALING,HTR2B
G ALPHA Q SIGNALING,HTR2A
G ALPHA Q SIGNALING,LPAR3
G ALPHA Q SIGNALING,LPAR2
G ALPHA Q SIGNALING,LPAR5
G ALPHA Q SIGNALING,LPAR1
G ALPHA Q SIGNALING,KISS1
G ALPHA Q SIGNALING,KISS1R
G ALPHA Q SIGNALING,QRFP
G ALPHA Q SIGNALING,QRFPR
G ALPHA Q SIGNALING,GPR39
G ALPHA Q SIGNALING,FFAR4
G ALPHA Q SIGNALING,FFAR3
G ALPHA Q SIGNALING,AVPR1A
G ALPHA Q SIGNALING,AVPR1B
G ALPHA Q SIGNALING,AVP
G ALPHA Q SIGNALING,CHRM1
G ALPHA Q SIGNALING,CHRM5
G ALPHA Q SIGNALING,CHRM3
G ALPHA Q SIGNALING,GNRHR2
G ALPHA Q SIGNALING,OXTR
G ALPHA Q SIGNALING,OXT
G ALPHA Q SIGNALING,TAC3
G ALPHA Q SIGNALING,TACR3
G ALPHA Q SIGNALING,FFAR2
G ALPHA Q SIGNALING,GPR17
G ALPHA Q SIGNALING,GRM1
G ALPHA Q SIGNALING,GRM5
G ALPHA Q SIGNALING,P2RY1
G ALPHA Q SIGNALING,OPN4
G ALPHA Q SIGNALING,CASR
G ALPHA Q SIGNALING,HRH1
G ALPHA Q SIGNALING,LPAR4
G ALPHA Q SIGNALING,GPR143
G ALPHA Q SIGNALING,P2RY10
G ALPHA Q SIGNALING,XCR1
G ALPHA Q SIGNALING,XCL2
G ALPHA Q SIGNALING,XCL1
G ALPHA Q SIGNALING,ADRA1B
G ALPHA Q SIGNALING,ADRA1A
G ALPHA Q SIGNALING,ADRA1D
G ALPHA Q SIGNALING,TBXA2R
G ALPHA Q SIGNALING,TACR2
G ALPHA Q SIGNALING,GPRC6A
G ALPHA Q SIGNALING,PTGER1
G ALPHA Q SIGNALING,AGTR1
G ALPHA Q SIGNALING,AGT
G ALPHA Q SIGNALING,PTGFR
G ALPHA Q SIGNALING,TRIO
G ALPHA Q SIGNALING,ARHGEF25
G ALPHA Q SIGNALING,KALRN
G ALPHA Q SIGNALING,PLCB4
G ALPHA Q SIGNALING,PLCB3
G ALPHA Q SIGNALING,PLCB1
G ALPHA Q SIGNALING,PLCB2
G ALPHA Q SIGNALING,RGS1
G ALPHA Q SIGNALING,RGS4
G ALPHA Q SIGNALING,RGS5
G ALPHA Q SIGNALING,RGS13
G ALPHA Q SIGNALING,RGS16
G ALPHA Q SIGNALING,RGS17
G ALPHA Q SIGNALING,GRK2
G ALPHA Q SIGNALING,PIK3CA
G ALPHA Q SIGNALING,PIK3R3
G ALPHA Q SIGNALING,PIK3R2
G ALPHA Q SIGNALING,PIK3R1
INTERFERON ALPHA/BETA,STAT2
INTERFERON ALPHA/BETA,STAT1
INTERFERON ALPHA/BETA,IRF9
INTERFERON ALPHA/BETA,IFNAR2
INTERFERON ALPHA/BETA,USP18
INTERFERON ALPHA/BETA,PTPN1
INTERFERON ALPHA/BETA,IFNA16
INTERFERON ALPHA/BETA,IFNA1
INTERFERON ALPHA/BETA,IFNA21
INTERFERON ALPHA/BETA,IFNA4
INTERFERON ALPHA/BETA,IFNA7
INTERFERON ALPHA/BETA,IFNA8
INTERFERON ALPHA/BETA,IFNA10
INTERFERON ALPHA/BETA,IFNA5
INTERFERON ALPHA/BETA,IFNA2
INTERFERON ALPHA/BETA,IFNA14
INTERFERON ALPHA/BETA,IFNA17
INTERFERON ALPHA/BETA,IFNA6
INTERFERON ALPHA/BETA,IFNB1
INTERFERON ALPHA/BETA,JAK1
INTERFERON ALPHA/BETA,IFNAR1
INTERFERON ALPHA/BETA,TYK2
INTERFERON ALPHA/BETA,PTPN11
INTERFERON ALPHA/BETA,SOCS1
INTERFERON ALPHA/BETA,SOCS3
INTERFERON ALPHA/BETA,PTPN6
INTERFERON ALPHA/BETA,KPNA1
INTERFERON ALPHA/BETA,UBC
INTERFERON ALPHA/BETA,UBB
INTERFERON ALPHA/BETA,UBA52
INTERFERON ALPHA/BETA,RPS27A
INTERFERON ALPHA/BETA,EIF2AK2
INTERFERON ALPHA/BETA,ISG20
INTERFERON ALPHA/BETA,GBP2
INTERFERON ALPHA/BETA,IFIT2
INTERFERON ALPHA/BETA,IFIT1
INTERFERON ALPHA/BETA,ADAR
INTERFERON ALPHA/BETA,IFI27
INTERFERON ALPHA/BETA,IFIT3
INTERFERON ALPHA/BETA,IFIT5
INTERFERON ALPHA/BETA,IFI35
INTERFERON ALPHA/BETA,ISG15
INTERFERON ALPHA/BETA,IFITM1
INTERFERON ALPHA/BETA,OAS1
INTERFERON ALPHA/BETA,OASL
INTERFERON ALPHA/BETA,OAS2
INTERFERON ALPHA/BETA,OAS3
INTERFERON ALPHA/BETA,EGR1
INTERFERON ALPHA/BETA,SAMHD1
INTERFERON ALPHA/BETA,RSAD2
INTERFERON ALPHA/BETA,BST2
INTERFERON ALPHA/BETA,IFI6
INTERFERON ALPHA/BETA,XAF1
INTERFERON ALPHA/BETA,IFITM2
INTERFERON ALPHA/BETA,RNASEL
INTERFERON ALPHA/BETA,IP6K2
INTERFERON ALPHA/BETA,IFITM3
INTERFERON ALPHA/BETA,HLA-A
INTERFERON ALPHA/BETA,HLA-H
INTERFERON ALPHA/BETA,HLA-G
INTERFERON ALPHA/BETA,HLA-F
INTERFERON ALPHA/BETA,HLA-C
INTERFERON ALPHA/BETA,HLA-E
INTERFERON ALPHA/BETA,HLA-B
INTERFERON ALPHA/BETA,MX2
INTERFERON ALPHA/BETA,MX1
INTERFERON ALPHA/BETA,PSMB8
INTERFERON ALPHA/BETA,IRF4
INTERFERON ALPHA/BETA,IRF5
INTERFERON ALPHA/BETA,IRF1
INTERFERON ALPHA/BETA,IRF3
INTERFERON ALPHA/BETA,IRF6
INTERFERON ALPHA/BETA,IRF8
INTERFERON ALPHA/BETA,IRF2
INTERFERON ALPHA/BETA,IRF7
INTERFERON ALPHA/BETA,KPNB1
INTERFERON ALPHA/BETA,N
INTERFERON ALPHA/BETA,ABCE1
INTERFERON GAMMA,CAMK2B
INTERFERON GAMMA,CAMK2A
INTERFERON GAMMA,CAMK2D
INTERFERON GAMMA,CAMK2G
INTERFERON GAMMA,PRKCD
INTERFERON GAMMA,STAT1
INTERFERON GAMMA,IFNG
INTERFERON GAMMA,JAK1
INTERFERON GAMMA,IFNGR1
INTERFERON GAMMA,JAK2
INTERFERON GAMMA,IFNGR2
INTERFERON GAMMA,PTPN6
INTERFERON GAMMA,SOCS1
INTERFERON GAMMA,SOCS3
INTERFERON GAMMA,YBX1
INTERFERON GAMMA,PTPN11
INTERFERON GAMMA,PTPN1
INTERFERON GAMMA,PTPN2
INTERFERON GAMMA,SUMO1
INTERFERON GAMMA,PIAS1
INTERFERON GAMMA,GBP6
INTERFERON GAMMA,GBP5
INTERFERON GAMMA,GBP4
INTERFERON GAMMA,GBP7
INTERFERON GAMMA,GBP3
INTERFERON GAMMA,GBP2
INTERFERON GAMMA,GBP1
INTERFERON GAMMA,IRF4
INTERFERON GAMMA,IRF9
INTERFERON GAMMA,IRF5
INTERFERON GAMMA,IRF1
INTERFERON GAMMA,IRF3
INTERFERON GAMMA,IRF6
INTERFERON GAMMA,IRF8
INTERFERON GAMMA,IRF2
INTERFERON GAMMA,IRF7
INTERFERON GAMMA,FCGR1A
INTERFERON GAMMA,FCGR1BP
INTERFERON GAMMA,HLA-A
INTERFERON GAMMA,HLA-H
INTERFERON GAMMA,HLA-G
INTERFERON GAMMA,HLA-F
INTERFERON GAMMA,HLA-C
INTERFERON GAMMA,HLA-E
INTERFERON GAMMA,HLA-B
INTERFERON GAMMA,HLA-DPA1
INTERFERON GAMMA,HLA-DQA1
INTERFERON GAMMA,HLA-DRA
INTERFERON GAMMA,HLA-DQA2
INTERFERON GAMMA,HLA-DQB2
INTERFERON GAMMA,HLA-DPB1
INTERFERON GAMMA,HLA-DQB1
INTERFERON GAMMA,HLA-DRB5
INTERFERON GAMMA,HLA-DRB3
INTERFERON GAMMA,HLA-DRB4
INTERFERON GAMMA,HLA-DRB1
INTERFERON GAMMA,ICAM1
INTERFERON GAMMA,CD44
INTERFERON GAMMA,VCAM1
INTERFERON GAMMA,NCAM1
INTERFERON GAMMA,TRIM10
INTERFERON GAMMA,TRIM29
INTERFERON GAMMA,TRIM46
INTERFERON GAMMA,TRIM35
INTERFERON GAMMA,TRIM48
INTERFERON GAMMA,TRIM2
INTERFERON GAMMA,TRIM14
INTERFERON GAMMA,TRIM45
INTERFERON GAMMA,TRIM17
INTERFERON GAMMA,TRIM3
INTERFERON GAMMA,TRIM6
INTERFERON GAMMA,TRIM62
INTERFERON GAMMA,TRIM5
INTERFERON GAMMA,TRIM25
INTERFERON GAMMA,TRIM68
INTERFERON GAMMA,TRIM31
INTERFERON GAMMA,TRIM38
INTERFERON GAMMA,TRIM26
INTERFERON GAMMA,PML
INTERFERON GAMMA,MID1
INTERFERON GAMMA,TRIM22
INTERFERON GAMMA,TRIM34
INTERFERON GAMMA,TRIM8
INTERFERON GAMMA,TRIM21
INTERFERON GAMMA,MT2A
INTERFERON GAMMA,SP100
INTERFERON GAMMA,PTAFR
INTERFERON GAMMA,IFI30
INTERFERON GAMMA,B2M
INTERFERON GAMMA,CIITA
INTERFERON GAMMA,OAS1
INTERFERON GAMMA,OASL
INTERFERON GAMMA,OAS2
INTERFERON GAMMA,OAS3
INTERFERON GAMMA,MAPK3
INTERFERON GAMMA,MAPK1
INTERFERON GAMMA,SMAD7
INTERFERON GAMMA,RAF1
RET,ALEDRONATO
ATM,ALEDRONATO
MGLL,ALEDRONATO
FDPS,ALEDRONATO
CSNK2A1,ALEDRONATO
PLAU,ALEDRONATO
PTGS2,ALEDRONATO
DRD2,ALEDRONATO
TYK2,ALEDRONATO
CHEK2,ALEDRONATO
MET,ALEDRONATO
CTSD,ALEDRONATO
MAPK3,ALEDRONATO
PPARD,ALEDRONATO
GSK3A,ALEDRONATO
IDH1,ALEDRONATO
CACNA1G,ALEDRONATO
MAPK1,ALEDRONATO
GRK2,ALEDRONATO
PRKDC,ALEDRONATO
EGFR,ALEDRONATO
NTRK1,ALEDRONATO
KDM1A,ALEDRONATO
NEK2,ALEDRONATO
PPARA,ALEDRONATO
CHRM2,ALEDRONATO
GGPS1,ALEDRONATO
AKT2,ALEDRONATO
LDHA,ALEDRONATO
PTK2,ALEDRONATO
PAK1,ALEDRONATO
CA1,ALEDRONATO
CYP2C8,ALEDRONATO
SLC6A3,ALEDRONATO
JAK1,ALEDRONATO
ALK,ALEDRONATO
OPRM1,ALEDRONATO
PTPN11,ALEDRONATO
DYRK1A,ALEDRONATO
PDE7A,ALEDRONATO
DOT1L,ALEDRONATO
PDE3A,ALEDRONATO
EPHX2,ALEDRONATO
RPS6KA3,ALEDRONATO
AR,ALEDRONATO
PRKCI,ALEDRONATO
FLT3,ALEDRONATO
KLK1,ALEDRONATO
ACE,ALEDRONATO
AXL,ALEDRONATO
CHRNA7,ALEDRONATO
CYP11B1,ALEDRONATO
AOC3,ALEDRONATO
SLC6A2,ALEDRONATO
PIK3CD,ALEDRONATO
ATR,ALEDRONATO
SLC6A4,ALEDRONATO
CACNA1H,ALEDRONATO
